,location,bhk,total_sqft,bath,price,price_per_sqft
7072,Begur Road,3,1615.0,3.0,50.87,3149.84520123839
7073,other,2,1340.0,2.0,65.0,4850.746268656716
7074,other,2,1200.0,2.0,54.0,4500.0
7075,Yeshwanthpur,1,400.0,1.0,55.0,13750.0
7076,Devanahalli,2,1080.0,2.0,52.0,4814.814814814815
7077,other,2,1600.0,2.0,31.0,1937.5
7078,Electronic City,2,1200.0,2.0,34.0,2833.3333333333335
7079,Hennur Road,3,2700.0,3.0,150.0,5555.555555555556
7080,other,3,1780.0,3.0,110.0,6179.775280898876
7081,Amruthahalli,3,1605.0,3.0,65.0,4049.8442367601247
7082,Ulsoor,4,7200.0,5.0,1584.0,22000.0
7084,Kammanahalli,2,1200.0,2.0,80.0,6666.666666666667
7085,Margondanahalli,2,900.0,2.0,49.0,5444.444444444444
7086,Sarjapur,3,1830.0,3.0,88.0,4808.743169398907
7088,other,1,650.0,1.0,500.0,76923.07692307692
7089,other,5,1800.0,4.0,68.0,3777.777777777778
7091,Chandapura,3,1230.0,2.0,31.37,2550.4065040650407
7092,Uttarahalli,2,1065.0,2.0,42.59,3999.06103286385
7094,other,3,1080.0,3.0,149.0,13796.296296296296
7095,other,3,900.0,2.0,65.0,7222.222222222223
7096,other,2,946.0,2.0,45.0,4756.871035940803
7097,Laggere,1,1500.0,1.0,60.0,4000.0
7098,Sarjapur  Road,3,1711.0,3.0,110.0,6428.988895382817
7099,other,4,1200.0,3.0,160.0,13333.333333333334
7100,Chandapura,2,950.0,2.0,25.65,2700.0
7101,Kudlu Gate,3,1656.0,3.0,80.0,4830.917874396136
7102,Uttarahalli,2,1075.0,2.0,46.76,4349.767441860465
7103,Harlur,3,1752.12,3.0,133.0,7590.80428281168
7104,Hebbal,8,6000.0,8.0,220.0,3666.6666666666665
7105,other,3,1540.0,3.0,85.0,5519.480519480519
7107,LB Shastri Nagar,1,665.0,1.0,32.0,4812.0300751879695
7108,Sector 2 HSR Layout,3,1665.0,3.0,110.0,6606.606606606607
7109,Electronics City Phase 1,2,1145.0,2.0,54.0,4716.157205240174
7110,Whitefield,2,1185.0,2.0,41.0,3459.915611814346
7111,other,3,1200.0,3.0,190.0,15833.333333333334
7112,Marathahalli,3,1693.0,3.0,125.0,7383.343177790904
7113,other,3,2456.0,3.0,220.0,8957.654723127036
7114,Rajaji Nagar,3,2559.0,3.0,403.0,15748.339194998047
7115,Uttarahalli,2,1155.0,2.0,40.6,3515.151515151515
7116,other,3,1610.0,2.0,64.4,4000.0000000000005
7117,Whitefield,3,1200.0,3.0,56.58,4715.0
7118,other,2,1530.0,2.0,185.0,12091.503267973856
7119,EPIP Zone,3,1709.0,3.0,80.0,4681.100058513751
7121,Brookefield,8,2700.0,8.0,290.0,10740.74074074074
7122,other,1,840.0,1.0,150.0,17857.14285714286
7123,Gottigere,3,1400.0,2.0,50.0,3571.4285714285716
7124,KR Puram,2,1200.0,2.0,42.0,3500.0
7125,other,3,1439.0,3.0,57.23,3977.067407922168
7126,Kasavanhalli,2,1375.0,2.0,72.0,5236.363636363636
7127,BTM 2nd Stage,5,2990.0,5.0,416.0,13913.04347826087
7128,Vijayanagar,3,1200.0,2.0,75.0,6250.0
7129,Yelahanka,2,1315.0,2.0,75.0,5703.42205323194
7130,Dommasandra,2,1500.0,2.0,40.0,2666.6666666666665
7131,Yelahanka,6,3600.0,6.0,200.0,5555.555555555556
7132,Vijayanagar,2,1178.0,2.0,82.0,6960.950764006791
7133,Bannerghatta Road,3,1430.0,3.0,59.0,4125.874125874126
7134,Mahadevpura,3,1400.0,2.0,65.8,4700.0
7135,Thanisandra,2,1093.0,2.0,72.0,6587.374199451052
7136,Horamavu Banaswadi,2,1200.0,2.0,45.0,3750.0
7137,Magadi Road,5,5000.0,6.0,360.0,7200.0
7138,1st Block Jayanagar,3,1200.0,2.0,130.0,10833.333333333334
7139,Whitefield,3,2210.0,3.0,156.0,7058.823529411765
7140,Uttarahalli,2,1150.0,2.0,70.0,6086.95652173913
7141,other,3,1435.0,2.0,60.0,4181.184668989547
7143,Whitefield,2,1173.0,2.0,78.2,6666.666666666667
7144,Thanisandra,2,1140.0,2.0,39.0,3421.0526315789475
7145,other,3,1717.0,3.0,120.0,6988.934187536401
7146,Mallasandra,2,1325.0,2.0,65.0,4905.66037735849
7147,Hoodi,3,1370.0,3.0,67.0,4890.510948905109
7148,Electronics City Phase 1,2,1025.0,2.0,90.0,8780.487804878048
7149,other,3,1409.0,2.0,62.0,4400.28388928318
7150,Bellandur,2,1200.0,2.0,52.0,4333.333333333333
7151,Thanisandra,2,1200.0,2.0,53.5,4458.333333333333
7152,Whitefield,3,1740.0,4.0,130.0,7471.264367816092
7153,Hennur Road,2,1232.0,2.0,88.0,7142.857142857143
7154,Chandapura,2,1200.0,2.0,36.0,3000.0
7155,Whitefield,4,5924.0,4.0,625.0,10550.303848750844
7156,other,2,1250.0,2.0,50.0,4000.0
7157,other,2,1475.0,2.0,171.0,11593.22033898305
7158,Bommanahalli,4,2100.0,4.0,85.0,4047.6190476190477
7159,5th Phase JP Nagar,1,552.0,1.0,23.5,4257.246376811594
7160,Uttarahalli,3,1065.0,2.0,42.59,3999.06103286385
7161,Hennur,3,1000.0,3.0,130.0,13000.0
7162,other,2,1225.0,2.0,65.0,5306.122448979592
7163,other,1,650.0,1.0,16.0,2461.5384615384614
7164,Padmanabhanagar,2,1067.0,2.0,52.0,4873.477038425492
7165,Sarjapur,3,1364.0,2.0,56.0,4105.571847507332
7166,other,3,1750.0,3.0,75.0,4285.714285714285
7167,Bannerghatta Road,2,1240.0,2.0,71.0,5725.806451612903
7168,Hulimavu,2,1200.0,2.0,75.0,6250.0
7169,Kaggadasapura,3,1540.0,3.0,75.0,4870.12987012987
7170,other,3,1504.0,2.0,102.0,6781.914893617021
7171,other,2,1116.0,2.0,49.8,4462.365591397849
7172,Hennur Road,3,2365.0,4.0,175.0,7399.577167019028
7173,Sarjapura - Attibele Road,2,1308.0,2.0,37.0,2828.7461773700306
7174,Vijayanagar,2,864.0,2.0,45.0,5208.333333333333
7176,Hoskote,3,1069.0,2.0,38.0,3554.724041159963
7177,Hebbal,2,1333.0,2.0,100.0,7501.875468867217
7178,other,4,1800.0,4.0,145.0,8055.555555555556
7179,Devanahalli,4,6136.0,4.0,550.0,8963.49413298566
7180,Thanisandra,3,1698.0,3.0,107.0,6301.531213191991
7181,JP Nagar,3,1275.0,2.0,43.6,3419.607843137255
7182,Raja Rajeshwari Nagar,2,1060.0,2.0,48.0,4528.301886792453
7183,Hennur,2,1160.0,2.0,49.0,4224.137931034483
7184,Sarjapur  Road,3,1484.0,2.0,65.0,4380.053908355795
7186,BEML Layout,3,1200.0,5.0,325.0,27083.333333333332
7187,Hennur Road,2,1310.0,2.0,66.0,5038.167938931298
7188,Vijayanagar,6,1806.0,6.0,370.0,20487.264673311183
7189,other,4,3000.0,4.0,240.0,8000.0
7190,Varthur,3,2145.0,3.0,165.0,7692.307692307692
7191,Marathahalli,3,1693.0,3.0,125.0,7383.343177790904
7192,Jigani,3,1230.0,3.0,60.0,4878.048780487805
7193,Devanahalli,3,1200.0,3.0,145.0,12083.333333333334
7194,Bommasandra Industrial Area,3,1310.0,2.0,37.83,2887.7862595419847
7195,other,2,1150.0,2.0,60.0,5217.391304347826
7196,Munnekollal,3,1385.0,2.0,66.5,4801.444043321299
7197,Tumkur Road,2,1066.0,2.0,52.5,4924.953095684803
7198,Thanisandra,3,2293.0,3.0,80.26,3500.2180549498476
7200,other,3,1625.0,3.0,92.0,5661.538461538462
7201,Vittasandra,2,1246.0,2.0,67.4,5409.309791332264
7202,Vijayanagar,4,2100.0,6.0,252.0,12000.0
7203,other,4,2400.0,4.0,250.0,10416.666666666666
7204,Raja Rajeshwari Nagar,6,3900.0,6.0,195.0,5000.0
7205,7th Phase JP Nagar,2,1000.0,2.0,70.65,7065.000000000001
7206,Nagavarapalya,2,907.0,2.0,38.0,4189.636163175303
7207,Ulsoor,4,3500.0,4.0,138.0,3942.8571428571427
7208,Varthur,3,1395.0,2.0,79.0,5663.082437275985
7209,other,2,1180.0,2.0,50.0,4237.28813559322
7210,Banaswadi,5,1903.0,6.0,140.0,7356.8050446663165
7211,Electronic City,2,1175.0,2.0,47.0,4000.0
7212,other,2,1272.0,2.0,51.5,4048.7421383647797
7213,other,3,1490.0,2.0,92.0,6174.496644295302
7214,Yeshwanthpur,2,1144.0,2.0,67.0,5856.643356643357
7215,other,4,2400.0,5.0,140.0,5833.333333333333
7216,Hormavu,2,1143.0,2.0,53.0,4636.920384951881
7217,Karuna Nagar,3,2500.0,3.0,190.0,7600.0
7218,Whitefield,2,1216.0,2.0,75.0,6167.763157894737
7219,other,2,1044.0,2.0,60.0,5747.126436781609
7220,Prithvi Layout,2,1352.0,3.0,93.0,6878.698224852071
7221,Hennur Road,3,1552.0,3.0,75.0,4832.474226804124
7222,Bellandur,3,1785.0,3.0,120.0,6722.689075630252
7223,Pai Layout,2,810.0,2.0,34.5,4259.259259259259
7224,Banashankari Stage V,3,1650.0,3.0,51.98,3150.3030303030305
7225,other,3,1595.0,3.0,70.39,4413.166144200627
7226,Whitefield,2,1060.0,2.0,35.0,3301.8867924528304
7227,Babusapalaya,3,1410.0,2.0,65.0,4609.929078014185
7228,Nagarbhavi,3,1523.0,2.0,56.0,3676.9533814839133
7229,Kanakpura Road,3,1591.0,3.0,122.0,7668.133249528599
7230,other,3,1640.0,3.0,84.0,5121.951219512195
7231,Yelahanka New Town,1,450.0,1.0,16.0,3555.5555555555557
7232,Bannerghatta Road,3,1305.0,2.0,60.0,4597.701149425287
7233,Yelahanka,3,1590.0,3.0,54.0,3396.2264150943397
7234,Kaggadasapura,2,1240.0,2.0,45.0,3629.032258064516
7235,other,2,1200.0,2.0,54.0,4500.0
7236,Dodda Nekkundi,2,1100.0,2.0,41.16,3741.8181818181815
7237,Koramangala,2,1180.0,2.0,128.0,10847.457627118643
7238,Sarjapur  Road,2,1115.0,2.0,50.0,4484.304932735426
7239,Bisuvanahalli,2,845.0,2.0,33.0,3905.3254437869823
7240,other,3,1567.2,2.0,190.0,12123.532414497193
7241,Channasandra,3,1310.0,2.0,45.0,3435.114503816794
7242,Yelahanka,1,26136.0,1.0,150.0,573.921028466483
7243,other,2,959.0,2.0,42.5,4431.699687174139
7244,8th Phase JP Nagar,4,1200.0,4.0,140.0,11666.666666666666
7245,Kambipura,2,883.0,2.0,37.0,4190.260475651189
7246,Rachenahalli,2,1050.0,2.0,55.5,5285.714285714285
7247,Yelahanka,2,1390.0,2.0,70.21,5051.079136690647
7248,Hulimavu,2,,2.0,46.0,
7249,Kenchenahalli,3,1280.0,2.0,69.0,5390.625
7251,Yelahanka,3,1614.0,3.0,95.0,5885.9975216852545
7252,Kasturi Nagar,2,1000.0,2.0,58.0,5800.0
7253,Marathahalli,2,1196.0,2.0,57.9,4841.13712374582
7254,Sarjapur  Road,3,1220.0,3.0,57.0,4672.131147540984
7255,Ambalipura,2,950.0,2.0,31.95,3363.157894736842
7257,other,2,1141.0,2.0,55.0,4820.333041191937
7258,5th Phase JP Nagar,2,1200.0,2.0,51.0,4250.0
7259,Kasavanhalli,3,1380.0,2.0,55.0,3985.5072463768115
7260,Doddathoguru,2,855.0,2.0,32.0,3742.690058479532
7261,Chandapura,1,645.0,1.0,16.45,2550.3875968992247
7262,Chandapura,2,922.0,2.0,36.0,3904.5553145336225
7263,Nagappa Reddy Layout,2,1200.0,2.0,43.2,3600.0
7264,Nagadevanahalli,3,1240.0,2.0,65.0,5241.935483870968
7265,7th Phase JP Nagar,2,1070.0,2.0,42.0,3925.233644859813
7266,other,2,1293.0,2.0,75.0,5800.46403712297
7267,R.T. Nagar,3,1380.0,2.0,50.0,3623.1884057971015
7268,Yelahanka New Town,3,1599.0,3.0,80.0,5003.126954346467
7269,Nehru Nagar,2,967.0,2.0,41.1,4250.258531540848
7270,other,3,1885.0,3.0,90.0,4774.535809018567
7271,1st Block Koramangala,2,860.0,2.0,65.5,7616.279069767442
7272,Yelahanka,1,1075.0,1.0,19.5,1813.953488372093
7273,Sarjapur  Road,2,1050.0,2.0,63.5,6047.619047619048
7274,Marathahalli,3,1595.0,3.0,88.0,5517.241379310345
7275,Sarjapur  Road,2,1350.0,2.0,102.0,7555.555555555556
7276,Hebbal,2,1204.0,2.0,45.0,3737.5415282392028
7277,Sarjapur  Road,4,2990.0,4.0,240.0,8026.755852842809
7278,Sarjapur  Road,2,1035.0,2.0,49.0,4734.299516908212
7279,ITPL,2,1000.0,2.0,29.95,2995.0
7280,Sarjapur  Road,3,1457.0,3.0,85.0,5833.905284831846
7281,Haralur Road,2,1194.0,2.0,47.0,3936.348408710218
7282,Bannerghatta,2,1100.0,2.0,66.0,6000.0
7283,Whitefield,3,1655.0,3.0,120.0,7250.755287009063
7284,Kanakpura Road,3,1691.2,3.0,115.0,6799.905392620624
7285,Ramagondanahalli,2,1215.0,2.0,46.1,3794.238683127572
7286,Kanakpura Road,2,1155.0,2.0,50.125,4339.82683982684
7287,Hoodi,3,1639.0,3.0,129.0,7870.65283709579
7288,Sarjapur  Road,3,1685.0,3.0,135.0,8011.86943620178
7290,Hormavu,2,1100.0,2.0,38.0,3454.5454545454545
7291,Marathahalli,3,2122.0,3.0,125.0,5890.66918001885
7292,Vasanthapura,2,1050.0,2.0,47.0,4476.190476190476
7293,Kengeri,2,1230.0,2.0,45.0,3658.5365853658536
7294,5th Phase JP Nagar,3,1240.0,3.0,60.0,4838.709677419355
7295,Electronic City Phase II,3,1252.0,2.0,65.0,5191.693290734825
7296,other,3,1374.0,2.0,88.0,6404.657933042213
7297,8th Phase JP Nagar,1,500.0,1.0,30.0,6000.0
7299,Hebbal,3,1355.0,3.0,83.87,6189.667896678967
7300,Banashankari,2,1040.0,2.0,45.0,4326.923076923077
7301,Sarjapur  Road,2,1350.0,2.0,68.0,5037.037037037037
7302,Whitefield,4,4003.0,6.0,300.0,7494.379215588308
7303,Hennur,3,2400.0,3.0,135.0,5625.0
7304,Haralur Road,3,1560.0,3.0,90.0,5769.2307692307695
7305,Anandapura,2,1151.0,2.0,43.16,3749.7827975673326
7306,Uttarahalli,3,1360.0,2.0,47.59,3499.264705882353
7307,other,2,1250.0,2.0,60.0,4800.0
7308,Chandapura,3,1110.0,2.0,29.97,2700.0
7309,Hennur Road,2,1015.0,2.0,50.0,4926.108374384236
7310,Kadugodi,3,1351.0,2.0,78.0,5773.501110288675
7311,Yelahanka New Town,2,960.0,2.0,50.0,5208.333333333333
7312,other,2,1110.0,2.0,52.0,4684.684684684685
7313,R.T. Nagar,3,1680.0,3.0,72.0,4285.714285714285
7314,Arekere,3,2400.0,3.0,180.0,7500.0
7315,other,4,11000.0,5.0,2000.0,18181.81818181818
7316,other,3,1350.0,3.0,48.6,3600.0
7317,Horamavu Banaswadi,2,1254.0,2.0,47.0,3748.006379585327
7318,Haralur Road,3,1255.0,3.0,115.0,9163.346613545817
7319,CV Raman Nagar,2,1051.0,2.0,61.0,5803.996194100856
7320,other,3,1200.0,3.0,205.0,17083.333333333332
7321,Uttarahalli,2,1099.0,2.0,65.0,5914.467697907188
7322,Hebbal,3,2650.0,4.0,199.0,7509.433962264151
7323,other,4,2000.0,2.0,160.0,8000.0
7324,Yeshwanthpur,2,1541.0,2.0,130.0,8436.080467229072
7325,Sarjapur  Road,3,1200.0,3.0,70.0,5833.333333333333
7326,Whitefield,2,1125.0,2.0,45.0,4000.0
7327,Vittasandra,3,1650.0,3.0,85.0,5151.515151515152
7328,other,1,834.0,1.0,62.0,7434.052757793765
7329,Gollarapalya Hosahalli,3,1320.0,3.0,60.0,4545.454545454545
7330,Malleshpalya,3,1200.0,3.0,149.0,12416.666666666666
7332,Mysore Road,3,1500.0,3.0,74.0,4933.333333333333
7333,Whitefield,4,4400.0,5.0,500.0,11363.636363636364
7334,Kanakpura Road,1,,1.0,125.0,
7335,other,1,600.0,1.0,52.0,8666.666666666666
7336,Whitefield,2,1180.0,2.0,70.0,5932.203389830508
7337,Kadugodi,2,1010.0,2.0,50.0,4950.495049504951
7338,Channasandra,2,1070.0,2.0,38.0,3551.4018691588785
7339,Choodasandra,3,1580.0,3.0,105.0,6645.569620253164
7340,other,4,1200.0,5.0,325.0,27083.333333333332
7341,Green Glen Layout,3,2000.0,3.0,165.0,8250.0
7342,Iblur Village,3,1920.0,3.0,130.0,6770.833333333333
7343,Sanjay nagar,3,1200.0,2.0,76.0,6333.333333333333
7344,Kalena Agrahara,2,1040.0,2.0,45.0,4326.923076923077
7345,Hulimavu,3,1430.0,2.0,90.0,6293.706293706294
7346,Uttarahalli,3,1215.0,2.0,52.85,4349.794238683127
7347,Domlur,1,650.0,1.0,70.0,10769.23076923077
7348,Thanisandra,3,1564.0,3.0,105.0,6713.5549872122765
7350,Hormavu,2,750.0,2.0,58.0,7733.333333333333
7351,Kasavanhalli,2,1200.0,2.0,60.0,5000.0
7352,Raja Rajeshwari Nagar,2,1128.0,2.0,48.79,4325.354609929078
7353,Begur Road,2,1200.0,2.0,44.4,3700.0
7354,other,4,2000.0,4.0,135.0,6750.0
7355,other,3,2750.0,3.0,260.0,9454.545454545454
7356,other,4,2400.0,4.0,480.0,20000.0
7357,Yelahanka,3,1650.0,3.0,105.0,6363.636363636364
7358,1st Block Jayanagar,2,1235.0,2.0,148.0,11983.805668016194
7359,Yelahanka,2,1200.0,2.0,55.0,4583.333333333333
7361,Kengeri Satellite Town,2,985.0,2.0,42.0,4263.959390862944
7362,Ramagondanahalli,3,1475.0,2.0,63.0,4271.186440677966
7363,Hebbal,3,3450.0,5.0,348.0,10086.95652173913
7364,Sarjapur  Road,3,1157.0,2.0,53.99,4666.3785652549695
7365,other,2,900.0,2.0,35.0,3888.8888888888887
7366,Gottigere,4,2500.0,3.0,120.0,4800.0
7367,GM Palaya,2,1030.0,2.0,60.0,5825.242718446602
7368,other,2,1000.0,2.0,46.0,4600.0
7369,Sarjapur  Road,4,3800.0,3.0,325.0,8552.631578947368
7370,Kasavanhalli,4,4260.0,4.0,333.0,7816.901408450704
7371,Brookefield,5,1950.0,6.0,175.0,8974.358974358975
7372,Kudlu,3,1570.0,2.0,65.94,4200.0
7373,Kanakapura,2,1283.0,2.0,68.0,5300.077942322681
7375,other,2,1200.0,2.0,52.0,4333.333333333333
7376,HAL 2nd Stage,3,2700.0,3.0,500.0,18518.51851851852
7377,Konanakunte,3,2400.0,2.0,180.0,7500.0
7378,Kathriguppe,3,1250.0,2.0,68.75,5500.0
7379,Old Madras Road,4,3630.0,6.0,196.0,5399.449035812672
7380,Yelahanka,2,990.0,2.0,37.62,3799.9999999999995
7381,Panathur,2,1199.0,2.0,85.0,7089.241034195163
7382,other,2,1280.0,2.0,90.0,7031.25
7383,1st Block Jayanagar,4,2750.0,4.0,413.0,15018.181818181818
7384,other,2,1190.0,2.0,55.0,4621.848739495798
7385,Yelachenahalli,2,1100.0,2.0,60.0,5454.545454545455
7386,other,3,2075.0,3.0,175.0,8433.734939759037
7387,Harlur,2,1133.0,2.0,55.0,4854.368932038835
7388,Somasundara Palya,4,2400.0,3.0,140.0,5833.333333333333
7389,Whitefield,2,1280.0,2.0,69.0,5390.625
7390,Horamavu Agara,3,1250.0,3.0,65.0,5200.0
7391,Begur Road,3,1565.0,2.0,49.3,3150.1597444089457
7392,other,3,1900.0,3.0,65.0,3421.0526315789475
7393,Munnekollal,2,1080.0,2.0,45.0,4166.666666666667
7394,Battarahalli,1,600.0,1.0,47.0,7833.333333333333
7395,other,3,1240.0,4.0,180.0,14516.129032258064
7396,HRBR Layout,3,1335.0,2.0,87.0,6516.853932584269
7397,Vittasandra,2,1246.0,2.0,67.3,5401.284109149277
7399,Sarjapur  Road,3,1385.0,3.0,55.0,3971.1191335740073
7400,other,3,1578.0,3.0,73.9,4683.143219264893
7401,HSR Layout,2,1140.0,2.0,46.0,4035.0877192982457
7402,Sarjapur  Road,3,1700.0,3.0,79.9,4700.000000000001
7404,Vidyaranyapura,2,1120.0,2.0,70.0,6250.0
7405,Electronic City,1,435.0,1.0,22.0,5057.471264367816
7406,Magadi Road,2,1116.0,2.0,51.89,4649.641577060932
7407,Old Madras Road,3,1480.0,3.0,95.0,6418.918918918919
7408,Hormavu,2,1000.0,2.0,50.0,5000.0
7409,HSR Layout,2,1145.0,2.0,46.0,4017.467248908297
7410,Bommasandra,2,800.0,1.0,32.0,4000.0
7411,Thanisandra,2,1265.0,2.0,83.0,6561.264822134387
7412,Devanahalli,3,1700.0,3.0,88.2,5188.235294117647
7413,other,2,1475.0,2.0,70.0,4745.762711864407
7414,BTM 2nd Stage,2,1265.0,2.0,55.0,4347.826086956522
7415,Anandapura,2,1200.0,2.0,58.0,4833.333333333333
7416,1st Phase JP Nagar,3,2180.0,3.0,210.0,9633.02752293578
7417,Brookefield,2,1080.0,2.0,50.0,4629.62962962963
7418,Whitefield,3,2023.0,4.0,130.0,6426.099851705388
7419,other,2,2400.0,2.0,125.0,5208.333333333333
7420,Kadubeesanahalli,3,1545.0,2.0,66.0,4271.844660194175
7421,Kalena Agrahara,3,1804.0,3.0,166.0,9201.773835920178
7422,other,2,1200.0,2.0,200.0,16666.666666666668
7423,6th Phase JP Nagar,3,1350.0,2.0,58.0,4296.2962962962965
7424,Hoodi,2,1108.0,2.0,74.23,6699.458483754513
7425,Marathahalli,3,1730.0,3.0,115.0,6647.398843930636
7426,other,3,1427.0,2.0,70.0,4905.395935529082
7427,Yelahanka,2,935.0,2.0,35.53,3800.0
7428,Sarjapura - Attibele Road,2,1073.0,2.0,31.77,2960.857409133271
7429,Ananth Nagar,2,960.0,2.0,37.0,3854.1666666666665
7430,Thigalarapalya,3,2215.0,4.0,150.0,6772.009029345372
7431,Electronic City Phase II,2,1125.0,2.0,32.49,2888.0
7432,Brookefield,2,1230.0,2.0,55.0,4471.544715447155
7433,Mahadevpura,2,1438.0,2.0,89.0,6189.151599443671
7434,7th Phase JP Nagar,2,1080.0,2.0,75.0,6944.444444444444
7435,Hebbal Kempapura,3,1200.0,3.0,125.0,10416.666666666666
7436,Marathahalli,2,1200.0,1.0,103.0,8583.333333333334
7437,Uttarahalli,3,1590.0,3.0,58.0,3647.7987421383646
7438,other,3,1350.0,3.0,68.0,5037.037037037037
7439,Raja Rajeshwari Nagar,3,1400.0,2.0,48.0,3428.5714285714284
7440,Kaggadasapura,3,1560.0,2.0,72.0,4615.384615384615
7441,Mallasandra,4,1810.0,3.0,57.0,3149.171270718232
7442,other,3,2274.24,4.0,160.0,7035.317292809907
7443,Sonnenahalli,3,1484.0,3.0,74.18,4998.652291105122
7444,Indira Nagar,3,1650.0,3.0,220.0,13333.333333333334
7445,other,3,1455.0,2.0,55.0,3780.0687285223366
7446,Thanisandra,3,2280.0,4.0,184.0,8070.175438596491
7447,other,5,4900.0,5.0,980.0,20000.0
7448,Frazer Town,3,2079.0,3.0,220.0,10582.010582010582
7449,Bharathi Nagar,2,1351.0,2.0,74.0,5477.424130273871
7450,Kanakpura Road,3,1223.0,2.0,42.81,3500.408830744072
7451,KR Puram,3,1430.0,2.0,61.0,4265.734265734266
7452,Whitefield,4,3589.0,5.0,400.0,11145.165784341041
7453,Electronic City Phase II,3,1310.0,2.0,37.83,2887.7862595419847
7454,Channasandra,4,1800.0,4.0,300.0,16666.666666666668
7456,Sarjapur  Road,2,984.0,2.0,55.0,5589.430894308943
7457,Jalahalli,3,1770.0,3.0,100.0,5649.717514124294
7458,other,2,900.0,3.0,105.0,11666.666666666666
7460,Bhoganhalli,2,1447.0,2.0,75.97,5250.172771250864
7461,Margondanahalli,2,1140.0,2.0,60.0,5263.1578947368425
7462,Bommanahalli,2,1170.0,2.0,34.0,2905.982905982906
7463,Poorna Pragna Layout,2,1160.0,2.0,46.39,3999.137931034483
7464,Kanakpura Road,2,1296.0,2.0,89.0,6867.283950617284
7465,other,3,1570.0,3.0,80.0,5095.541401273886
7466,Nagappa Reddy Layout,3,1495.0,2.0,65.0,4347.826086956522
7467,Hoodi,3,1530.0,2.0,67.0,4379.084967320261
7469,Gunjur,3,1800.0,3.0,70.0,3888.8888888888887
7470,Bellandur,2,1088.0,2.0,48.0,4411.764705882353
7471,Hosa Road,3,1533.0,3.0,98.18,6404.4357469015
7472,Rachenahalli,2,1100.0,2.0,68.0,6181.818181818182
7473,Thubarahalli,3,1540.0,3.0,90.0,5844.1558441558445
7474,Hebbal,2,1244.0,3.0,48.0,3858.520900321543
7475,Hosa Road,2,1040.0,2.0,68.59,6595.192307692308
7477,Begur Road,2,1260.0,2.0,39.69,3150.0
7478,Uttarahalli,2,1180.0,2.0,41.3,3499.9999999999995
7479,Thigalarapalya,2,1245.0,2.0,100.0,8032.128514056225
7480,other,3,1350.0,3.0,75.0,5555.555555555556
7481,other,3,1464.0,3.0,56.0,3825.136612021858
7482,other,1,470.0,2.0,10.0,2127.659574468085
7483,Vijayanagar,2,920.0,2.0,60.0,6521.739130434783
7484,other,6,2300.0,7.0,160.0,6956.521739130435
7485,Sarjapur,2,1124.0,2.0,30.35,2700.1779359430607
7486,Yelahanka New Town,4,2095.0,3.0,109.0,5202.863961813842
7487,Begur Road,2,1100.0,2.0,71.42,6492.727272727273
7488,Vijayanagar,2,1019.0,2.0,58.0,5691.854759568204
7489,Harlur,3,1756.0,3.0,128.0,7289.293849658315
7490,Bommasandra,3,1280.0,3.0,50.0,3906.25
7491,Kenchenahalli,4,1200.0,3.0,125.0,10416.666666666666
7492,Indira Nagar,3,1700.0,3.0,150.0,8823.529411764706
7493,Whitefield,3,2134.0,4.0,118.0,5529.522024367385
7494,Hosa Road,2,1369.1,2.0,98.0,7157.986998758309
7496,other,3,1313.0,4.0,150.0,11424.219345011425
7497,other,3,2515.0,4.0,155.0,6163.021868787277
7498,Thigalarapalya,3,2215.0,4.0,154.0,6952.5959367945825
7499,Basapura,3,1440.0,3.0,72.0,5000.0
7500,Hennur Road,3,1186.0,2.0,55.33,4665.2613827993255
7501,Uttarahalli,3,1350.0,2.0,47.24,3499.259259259259
7502,Hebbal,3,1800.0,3.0,140.0,7777.777777777777
7503,Kudlu,3,1600.0,3.0,79.0,4937.5
7504,GM Palaya,2,1000.0,2.0,35.0,3500.0
7505,Cunningham Road,3,2275.0,3.0,285.0,12527.472527472528
7506,Banashankari Stage III,3,1305.0,2.0,59.0,4521.072796934866
7507,Binny Pete,3,1740.0,3.0,150.0,8620.689655172413
7508,Malleshwaram,2,900.0,2.0,90.0,10000.0
7509,Benson Town,2,1567.0,3.0,140.0,8934.269304403319
7510,Kambipura,3,1082.0,2.0,45.5,4205.1756007393715
7511,Nagarbhavi,2,1050.0,2.0,80.0,7619.047619047619
7512,other,2,1200.0,2.0,56.0,4666.666666666667
7513,Begur,3,3500.0,4.0,185.0,5285.714285714285
7514,Dasarahalli,2,1220.0,2.0,52.0,4262.295081967213
7515,Binny Pete,3,1970.0,3.0,164.0,8324.873096446701
7516,other,3,2665.0,3.0,350.0,13133.208255159474
7517,Kanakapura,4,2130.0,4.0,120.0,5633.802816901409
7518,Harlur,3,1749.0,3.0,120.0,6861.06346483705
7519,Subramanyapura,2,1260.0,2.0,108.0,8571.42857142857
7520,Doddaballapur,3,,2.0,48.0,
7521,6th Phase JP Nagar,2,1170.0,2.0,120.0,10256.410256410256
7522,other,3,1670.0,3.0,75.0,4491.017964071856
7523,Hennur Road,3,2264.0,3.0,168.0,7420.494699646643
7524,other,4,3500.0,5.0,450.0,12857.142857142857
7525,Begur,2,1100.0,2.0,55.0,5000.0
7526,Chandapura,2,674.0,1.0,19.9,2952.522255192878
7527,Koramangala,2,1320.0,2.0,160.0,12121.212121212122
7529,Electronics City Phase 1,2,1125.0,2.0,65.0,5777.777777777777
